ID   source_index target_index  pSource.x   pSource.y    pSource.z   pTarget.x   pTarget.y    pTarget.z   currentR  endvertex 
 10491      3311      4535      4.67969      -5.0625      6.695      4.57812      -5.15625      6.713      0.00104038      0
 10492      3310      3311      4.57812      -5.15625      6.713      4.55469      -5.1875      6.82      0.000287081      1
 10493      2832      2834      3.96094      -4.9375      1.635      3.9375      -4.96875      1.719      0.0285381      0
 10494      4705      2834      3.96094      -4.9375      1.635      4      -4.96875      1.665      0.0146732      0
 10495      10643      4705      4      -4.96875      1.665      4      -5      1.639      0.00164103      0
 10496      10639      10643      4      -5      1.639      3.92969      -5.125      1.714      0.000996807      0
 10497      10636      10639      3.92969      -5.125      1.714      3.89062      -5.1875      1.775      0.000236954      1
 10498      4706      2832      3.9375      -4.96875      1.719      3.97656      -5      1.823      0.0190876      0
 10499      10629      4711      3.78125      -5.28125      2.032      3.79688      -5.34375      2.028      0.0239605      0
 10500      10627      10629      3.79688      -5.34375      2.028      3.77344      -5.375      2.175      0.023064      0
 10501      10625      10627      3.77344      -5.375      2.175      3.74219      -5.4375      2.268      0.0219577      0
 10502      12571      10625      3.74219      -5.4375      2.268      3.75      -5.46875      2.377      0.0129006      0
 10503      4720      12571      3.75      -5.46875      2.377      3.69531      -5.4375      2.409      0.00357712      0
 10504      12566      12571      3.75      -5.46875      2.377      3.89844      -5.3125      2.59      0.00376893      0
 10505      10759      12566      3.89844      -5.3125      2.59      3.96875      -5.375      2.742      0.00212066      0
 10506      10761      12566      3.89844      -5.3125      2.59      3.99219      -5.3125      2.588      0.0012699      1
 10507      10396      4720      3.69531      -5.4375      2.409      3.51562      -5.125      2.545      0.00109687      1
 10508      10621      2816      3.65625      -5.5625      2.461      3.67969      -5.53125      2.5      0.0192493      0
 10509      10618      10621      3.67969      -5.53125      2.5      3.64844      -5.5625      2.607      0.0185557      0
 10510      4620      10618      3.64844      -5.5625      2.607      3.89062      -5.53125      2.842      0.0152257      0
 10511      10616      10618      3.64844      -5.5625      2.607      3.60938      -5.65625      2.701      0.017529      0
 10512      2711      10616      3.60938      -5.65625      2.701      3.46094      -5.5625      2.778      0.0162038      0
 10513      4812      10491      3.47656      -5.5625      2.94      3.49219      -5.4375      2.992      0.00774574      0
 10514      12677      10491      3.47656      -5.5625      2.94      3.4375      -5.625      2.994      0.0137867      0
 10515      4907      12677      3.4375      -5.625      2.994      3.21094      -5.5625      3.246      0.00733369      0
 10516      10390      12677      3.4375      -5.625      2.994      3.19531      -5.6875      3.259      0.00723856      0
 10517      10488      12677      3.4375      -5.625      2.994      3.33594      -5.8125      3.25      0.0121227      0
 10518      12678      12677      3.4375      -5.625      2.994      3.42969      -5.6875      3.365      0.00723302      0
 10519      10613      12678      3.42969      -5.6875      3.365      3.55469      -5.6875      3.402      0.00112542      0
 10520      10611      10613      3.55469      -5.6875      3.402      3.52344      -5.75      3.514      0.000337655      1
 10521      10487      10488      3.33594      -5.8125      3.25      3.3125      -5.84375      3.414      0.0101827      0
 10522      4818      10487      3.3125      -5.84375      3.414      3.3125      -5.75      3.463      0.00913566      0
 10523      2703      4818      3.3125      -5.75      3.463      3.38281      -5.6875      3.534      0.00829012      0
 10524      12681      2703      3.38281      -5.6875      3.534      3.40625      -5.71875      3.595      0.00757676      0
 10525      2701      12681      3.40625      -5.71875      3.595      3.35156      -5.75      3.651      0.00699381      0
 10526      4821      2701      3.35156      -5.75      3.651      3.28125      -5.8125      3.758      0.00615818      0
 10527      10321      4821      3.28125      -5.8125      3.758      2.89062      -5.78125      3.896      0.00414832      0
 10528      5005      10321      2.89062      -5.78125      3.896      2.88281      -5.75      3.921      0.00256802      0
 10529      10318      10321      2.89062      -5.78125      3.896      2.82031      -5.875      3.979      0.00126254      1
 10530      2444      5005      2.88281      -5.75      3.921      2.8125      -5.75      3.926      0.00219418      0
 10531      12958      5005      2.88281      -5.75      3.921      2.85156      -5.65625      3.899      0.00113382      1
 10532      12960      2444      2.8125      -5.75      3.926      2.75781      -5.78125      3.986      0.00167505      0
 10533      2443      12960      2.75781      -5.78125      3.986      2.78125      -5.8125      4.062      0.0011233      0
 10534      5006      2443      2.78125      -5.8125      4.062      2.89062      -5.78125      4.166      0.000400382      1
 10535      12770      10390      3.19531      -5.6875      3.259      3.17969      -5.71875      3.366      0.00119082      0
 10536      4909      12770      3.17969      -5.71875      3.366      3.125      -5.71875      3.39      0.000660294      0
 10537      2530      4909      3.125      -5.71875      3.39      3.03906      -5.6875      3.395      0.000225831      1
 10538      10388      4909      3.125      -5.71875      3.39      3.13281      -5.78125      3.436      0.000225831      1
 10539      12769      4907      3.21094      -5.5625      3.246      3.24219      -5.65625      3.369      0.00120953      0
 10540      2608      12769      3.24219      -5.65625      3.369      3.20312      -5.625      3.479      0.000336653      1
 10541      12768      12769      3.24219      -5.65625      3.369      3.3125      -5.5625      3.429      0.000336653      1
 10542      12761      4812      3.49219      -5.4375      2.992      3.52344      -5.25      2.904      0.00116671      0
 10543      2717      12761      3.52344      -5.25      2.904      3.60938      -5.21875      2.866      0.000246105      1
 10544      4621      4620      3.89062      -5.53125      2.842      3.86719      -5.59375      2.967      0.0118602      0
 10545      12481      4621      3.86719      -5.59375      2.967      3.86719      -5.65625      3.043      0.01093      0
 10546      4527      12481      3.86719      -5.65625      3.043      3.96094      -5.71875      3.015      0.010105      0
 10547      10978      4527      3.96094      -5.71875      3.015      4.07812      -5.75      3.064      0.00635709      0
 10548      12400      4527      3.96094      -5.71875      3.015      3.96875      -5.8125      3.114      0.00914104      0
 10549      4435      12400      3.96875      -5.8125      3.114      4.03906      -5.875      3.269      0.00632072      0
 10550      10857      12400      3.96875      -5.8125      3.114      3.875      -5.8125      3.229      0.00806503      0
 10551      10974      12400      3.96875      -5.8125      3.114      4      -5.90625      3.081      0.00402314      1
 10552      10856      10857      3.875      -5.8125      3.229      3.84375      -5.875      3.346      0.00700302      0
 10553      10859      10857      3.875      -5.8125      3.229      3.92188      -5.75      3.308      0.00350343      1
 10554      10853      10856      3.84375      -5.875      3.346      3.8125      -5.90625      3.44      0.00611823      0
 10555      4533      10853      3.8125      -5.90625      3.44      3.85938      -5.90625      3.575      0.00522103      0
 10556      4439      4533      3.85938      -5.90625      3.575      3.88281      -6.125      3.584      0.00219621      1
 10557      4536      4533      3.85938      -5.90625      3.575      3.83594      -5.9375      3.713      0.00419754      0
 10558      4538      4536      3.83594      -5.9375      3.713      3.80469      -6      3.792      0.00332589      0
